scope,source_term,text,label,augmentation_type,base_score
main_fit,三八,三把,1,filtered_positive,0.09174805812529797
main_fit,女节,女 节,1,filtered_positive,0.27203701641974637
main_fit,女节,女女节,1,filtered_positive,0.2552645912775185
main_fit,女节,女接,1,filtered_positive,0.2307087893288905
main_fit,女节,女结,1,filtered_positive,0.11018652804373585
main_fit,女节,女节,1,filtered_positive,0.27203701641974637
main_fit,女节,女节节,1,filtered_positive,0.40715414448678544
main_fit,送xx,讼xx,1,filtered_positive,0.5957347265216244
main_fit,"好,我是","号,我是",1,filtered_positive,0.5043245137954379
main_fit,"好,我是","好 , 我 是",1,filtered_positive,0.6196849422650077
main_fit,"好,我是","好 ,我是",1,filtered_positive,0.6196849422650077
main_fit,"好,我是","好,卧是",1,filtered_positive,0.2570610718303349
main_fit,"好,我是","好,我 是",1,filtered_positive,0.6196849422650077
main_fit,"好,我是","好,我市",1,filtered_positive,0.367232102640324
main_fit,"好,我是","好,我时",1,filtered_positive,0.3800100828643354
main_fit,"好,我是","好,我是",1,filtered_positive,0.6196849422650077
main_fit,"好,我是","好好,我是",1,filtered_positive,0.676334685101261
main_fit,"好,我是","豪,我是",1,filtered_positive,0.7192809801385508
main_fit,满x,满 x,1,filtered_positive,0.295073899172082
main_fit,满x,满x,1,filtered_positive,0.295073899172082
main_fit,满x,满xx,1,filtered_positive,0.6725256914010617
main_fit,满x,满满x,1,filtered_positive,0.20995393645381544
main_fit,满x,漫x,1,filtered_positive,0.07395318865636266
main_fit,妇女节,妇 女 节,1,filtered_positive,0.30522600887890017
main_fit,妇女节,妇 女节,1,filtered_positive,0.30522600887890017
main_fit,妇女节,妇-女节,1,filtered_positive,0.4680112661349308
main_fit,妇女节,妇女 节,1,filtered_positive,0.30522600887890017
main_fit,妇女节,妇女-节,1,filtered_positive,0.4946567145615759
main_fit,妇女节,妇女女节,1,filtered_positive,0.34732718569996246
main_fit,妇女节,妇女接,1,filtered_positive,0.179175714688345
main_fit,妇女节,妇女结,1,filtered_positive,0.1261665423326994
main_fit,妇女节,妇女节,1,filtered_positive,0.3052262161575562
main_fit,妇女节,妇妇女节,1,filtered_positive,0.38344934999037195
main_fit,妇女节,府女节,1,filtered_positive,0.16532516945130626
main_fit,妇女节,服女节,1,filtered_positive,0.10637139255289232
main_fit,元宵,元元宵,1,filtered_positive,0.07736205586268692
main_fit,元宵,元小,1,filtered_positive,0.29811708656409214
main_fit,元宵,元消,1,filtered_positive,0.2139340886754943
main_fit,满xx,慢xx,1,filtered_positive,0.059429126043677394
main_fit,满xx,满 x x,1,filtered_positive,0.3946701776784997
main_fit,满xx,满 xx,1,filtered_positive,0.6725257336087017
main_fit,满xx,满-xx,1,filtered_positive,0.7220125998326657
main_fit,满xx,满x x,1,filtered_positive,0.3946701776784997
main_fit,满xx,满x-x,1,filtered_positive,0.4472844525901892
main_fit,满xx,满xxx,1,filtered_positive,0.6787525004216278
main_fit,满xx,满满xx,1,filtered_positive,0.5104261568709798
main_fit,满xx,漫xx,1,filtered_positive,0.27624760272654597
main_fit,询x,训x,1,filtered_positive,0.21346778205650388
main_fit,询x,讯x,1,filtered_positive,0.29834120251852353
main_fit,询x,询 x,1,filtered_positive,0.4995303816531725
main_fit,询x,询x,1,filtered_positive,0.4995303816531725
main_fit,询x,询询x,1,filtered_positive,0.4614614586831967
main_fit,询xx,训xx,1,filtered_positive,0.6122961618932564
main_fit,询xx,讯xx,1,filtered_positive,0.5672741572067463
main_fit,询xx,询 x x,1,filtered_positive,0.6714204488649952
main_fit,询xx,询x x,1,filtered_positive,0.6714204488649952
main_fit,询xx,询x-x,1,filtered_positive,0.7227808621156804
main_fit,询xxx,训xxx,1,filtered_positive,0.6092505147702281
main_fit,询xxx,讯xxx,1,filtered_positive,0.4873086984742306
main_fit,满xxx,慢xxx,1,filtered_positive,0.06132975782129736
main_fit,满xxx,满 x x x,1,filtered_positive,0.479710733663805
main_fit,满xxx,满 xxx,1,filtered_positive,0.6787525004216278
main_fit,满xxx,满xx x,1,filtered_positive,0.6340017099559958
main_fit,满xxx,满xx-x,1,filtered_positive,0.7206336664201461
main_fit,满xxx,满xxxx,1,filtered_positive,0.5882237292525723
main_fit,满xxx,满满xxx,1,filtered_positive,0.5040751200560717
main_fit,满xxx,漫xxx,1,filtered_positive,0.2437952253026379
main_fit,八节,八 节,1,filtered_positive,0.0869572065939013
main_fit,八节,八八节,1,filtered_positive,0.05427244839129131
main_fit,八节,八接,1,filtered_positive,0.06425302791726258
main_fit,八节,八结,1,filtered_positive,0.05634491999714089
main_fit,八节,八节,1,filtered_positive,0.0869572065939013
main_fit,八节,八节节,1,filtered_positive,0.14188949603421952
main_fit,八节,吧节,1,filtered_positive,0.11610236120592145
main_fit,八节,把节,1,filtered_positive,0.2944484854674361
main_fit,致电,致 电,1,filtered_positive,0.1329733277216056
main_fit,致电,致店,1,filtered_positive,0.464260950628339
main_fit,致电,致点,1,filtered_positive,0.19635630075693083
main_fit,致电,致电,1,filtered_positive,0.1329733277216056
main_fit,致电,致电电,1,filtered_positive,0.06796746609899984
main_fit,致电,致致电,1,filtered_positive,0.14058167971749344
main_fit,好消,号消,1,filtered_positive,0.1815837094734839
main_fit,好消,好 消,1,filtered_positive,0.12036488626038
main_fit,好消,好好消,1,filtered_positive,0.1335179782727332
main_fit,好消,好小,1,filtered_positive,0.22783630322661053
main_fit,好消,好消,1,filtered_positive,0.12036488626038
main_fit,好消,好消消,1,filtered_positive,0.15295152593409062
main_fit,好消,好销,1,filtered_positive,0.7244380655759924
main_fit,好消,豪消,1,filtered_positive,0.27968712821873876
main_fit,好消息,号消息,1,filtered_positive,0.41244149609865627
main_fit,好消息,好 消 息,1,filtered_positive,0.3111833674568956
main_fit,好消息,好 消息,1,filtered_positive,0.31118370158604225
main_fit,好消息,好-消息,1,filtered_positive,0.44443121644040806
main_fit,好消息,好好消息,1,filtered_positive,0.30763780786811246
main_fit,好消息,好小息,1,filtered_positive,0.31023817286515465
main_fit,好消息,好消 息,1,filtered_positive,0.31118370158604225
main_fit,好消息,好消-息,1,filtered_positive,0.29663991133583817
main_fit,好消息,好消息,1,filtered_positive,0.31118370158604225
main_fit,好消息,好消消息,1,filtered_positive,0.29511975830621845
main_fit,好消息,好消系,1,filtered_positive,0.28057533865568113
main_fit,好消息,好消西,1,filtered_positive,0.18330121535955027
main_fit,好消息,豪消息,1,filtered_positive,0.49526442129552206
main_fit,女人节,女 人 节,1,filtered_positive,0.3022678673612541
main_fit,__full_normal__,包含x月x－xx号九寨沟汽车线价格、九寨沟飞机团报价,0,hard_negative_full,0.9509068893168637
main_fit,__full_normal__,联系电话：xxxxxxxxxxx小符,0,hard_negative_full,0.9492464203289643
main_fit,__full_normal__,x、步花间男万用红古“绛珠”原价xxx外景一次xxx包邮出x、步花间男万用白古“水龙吟”原价xxx外景一次xxx包邮出x、最不卖萌白绿幼年花千骨原价xxx游场一次外景一次xxx包邮出,0,hard_negative_full,0.9469864109914965
main_fit,__full_normal__,给力价格xxxxxx发售…专注精品…章,0,hard_negative_full,0.9383867064108522
main_fit,__full_normal__,会场地址：杭州之江饭店5楼千人大会堂联系人：陈小姐联系电话：18258037707,0,hard_negative_full,0.9352142515546227
main_fit,__full_normal__,报名时间为x月xx日～x月xx日,0,hard_negative_full,0.9278718101283275
main_fit,__full_normal__,??xxxx年x月xx日的新娘,0,hard_negative_full,0.9235299678155395
main_fit,__full_normal__,给大家分享“xxebxdxdxxxbxbxexexdaxcbxbexxcbxxbxxxaxx,0,hard_negative_full,0.9071942387826716
main_fit,__full_normal__,xx点xx分中文红包口令：天弘基金容易宝,0,hard_negative_full,0.9068721760190099
main_fit,__full_normal__,欢迎咨询哦/玫瑰/玫瑰/玫瑰/玫瑰,0,hard_negative_full,0.8825695282123857
main_fit,__full_normal__,x元江苏南通生猪价格今日猪价行情内三x,0,hard_negative_full,0.88233228451121
main_fit,__full_normal__,签证+保险+欧铁+机票+酒店一价全包~要去的私信或评论咨询预定,0,hard_negative_full,0.8646720157855474
main_fit,__full_normal__,盐城环氧地坪|盐城环氧地坪漆厂家|盐城固化剂渗透地坪施工|盐城无振动防滑车道地坪|射阳东台大丰环氧地坪漆价格|江苏新禾地坪科技有限公司,0,hard_negative_full,0.8428219440188174
main_fit,__full_normal__,有需要的联系电话：xxxxxxx、有需要顺捎的电话联系,0,hard_negative_full,0.8421055102619008
main_fit,__full_normal__,请加Q索取报价石狮店：石狮市石泉路199号长途汽车站戴斯大酒店旁手机：18876596925QQ,0,hard_negative_full,0.8290820028514041
main_fit,__full_normal__,凡预定xxxx元/桌送啤酒x瓶,0,hard_negative_full,0.8234982281846456
main_fit,__full_normal__,招商信用卡下卡额度x万左右,0,hard_negative_full,0.8117678448146758
main_fit,__full_normal__,就是我的业务代码xxxxxxxxxx此全部操作为免费,0,hard_negative_full,0.8105457073598663
main_fit,__full_normal__,公司招商经理：熊经理手机：18680344611QQ：2801437890广贵的交易总,0,hard_negative_full,0.8102457937979248
main_fit,__full_normal__,分享图片昆山大地美术教育联系电话xxxxxxxxxxx,0,hard_negative_full,0.8014969621917418
main_fit,__full_normal__,批发/零售/招代理/咨询私聊,0,hard_negative_full,0.7954994732522271
main_fit,__full_normal__,xxxx年荆门市京山县人民医院招聘xx名护理人员公告,0,hard_negative_full,0.7903831741754368
main_fit,__full_normal__,联系电话：13950000091,0,hard_negative_full,0.7779002871873829
main_fit,__full_normal__,招聘有工地经验阿姨招聘有工地经验阿姨招聘有工地经验阿姨招聘有工地经验阿姨招聘有工地经验阿姨招聘有工地经验阿姨,0,hard_negative_full,0.7745323093421884
main_fit,__full_normal__,xxxxxxxxx好友也是可以的,0,hard_negative_full,0.7728037910392989
main_fit,__full_normal__,编写短信考生准考证号发送到xxxxxxxxxxxx,0,hard_negative_full,0.7578036815442915
main_fit,__full_normal__,xxxx平整体家居馆试营业抢红包、xx重大礼送液晶电视抽空调冰箱洗衣机大奖,0,hard_negative_full,0.750517231823126
main_fit,__full_normal__,千汇装饰告诉您找装修公司的优点,0,hard_negative_full,0.745110517776308
main_fit,__full_normal__,赚几十到100多活动地址：,0,hard_negative_full,0.7409046218495622
main_fit,__full_normal__,免费获得xxx元宝贝杂志册的朋友须在x月x号～x月xx号,0,hard_negative_full,0.7407479836226103
main_fit,__full_normal__,启东二手房出售信息第63期,0,hard_negative_full,0.7353376353042009
main_fit,__full_normal__,有需要的亲扫二维码?V信咨询哈,0,hard_negative_full,0.7291425491779512
main_fit,__full_normal__,新号码18501409915望惠存,0,hard_negative_full,0.7272601438663165
main_fit,__full_normal__,以下是客户公司简介：南京华巨泰电力科技有限公司,0,hard_negative_full,0.7270876680500279
main_fit,__full_normal__,有求职意向请联系13301552588毕先生,0,hard_negative_full,0.7267286735279682
main_fit,__full_normal__,开设课程：文理科数学、英语、物理、化学、生物、地理中高考承诺班、名师x对x、同步班、精英班、艺术生班等课程详情请咨询十一大校区：xxxxxxxx,0,hard_negative_full,0.7263178664886204
main_fit,__full_normal__,深圳市喜莱德曼商贸有限公司~,0,hard_negative_full,0.7257359590663756
main_fit,__full_normal__,如有需求请及时咨询QQ群：xxxxxxxx验证：投有所道或i,0,hard_negative_full,0.7230050332979094
main_fit,__full_normal__,第二天直接提现15元活动步骤：一、扫描下方二维码下载或是手机下载沃百富app,0,hard_negative_full,0.7210631649461342
main_fit,__full_normal__,有需要了解详细情况的可以随时联系联系人：郑老师联系电话：13001057642,0,hard_negative_full,0.7206938482411733
main_fit,__full_normal__,联系方式：15903812498,0,hard_negative_full,0.7199258824428969
main_fit,__full_normal__,我们的假期~就一个字：爽爽爽爽爽爽爽爽爽爽爽爽爽爽爽爽爽爽爽爽爽爽爽爽爽爽爽爽爽,0,hard_negative_full,0.7180680141674063
main_fit,__full_normal__,目前国内拥有x家xS店以上的经销商集团已经有xxx余家,0,hard_negative_full,0.7128332337297693
main_fit,__full_normal__,就使用我的邀请码xxxxxh下载并登录浙江移动手机营业厅,0,hard_negative_full,0.701886258995283
main_fit,__full_normal__,Ax、Ax栋为xxxx年x月交楼,0,hard_negative_full,0.6985138914860728
main_fit,__full_normal__,分享给大家：新北区三井朵朵服装店,0,hard_negative_full,0.6984462937901367
main_fit,__full_normal__,xx月xx日提前通知散户在xx点xx分,0,hard_negative_full,0.6954862788904633
main_fit,__full_normal__,7月31日：农历六月十六宜事：栽种植物、官司诉讼、外出旅行、投资金融忌事：破土动工、修筑建造、迁徙转移、嫁娶结婚1、本日适宜官司诉讼,0,hard_negative_full,0.6942365936529429
main_fit,__full_normal__,免费分享浙江xx份多肉工具套餐x方套餐原文：,0,hard_negative_full,0.6910111435565739
main_fit,__full_normal__,租房询问微信号：nycleilei812地址：263western,0,hard_negative_full,0.6898721512787125
main_fit,__full_normal__,提供最新的家居装修、装饰、装修设计、家居家饰、装修建材导购、家居饰品、家具、家居资讯、风水等内容小户,0,hard_negative_full,0.6894980836090074
main_fit,__full_normal__,xxxx初秋新款时尚欧美风蕾丝拼接牛仔马甲马夹牛仔白蕾丝牛仔黑蕾丝均码xx,0,hard_negative_full,0.6880779145603678
main_fit,__full_normal__,『咨询代理篇』你羡慕别人能赚到钱,0,hard_negative_full,0.6845442501735083
main_fit,__full_normal__,一般能力的xS店需要销售顾问xx人,0,hard_negative_full,0.6839110722521439
main_fit,__full_normal__,欢迎银行、信托候选人联系：sandy,0,hard_negative_full,0.6821479545267952
main_fit,__full_normal__,超市发清河店报名方式：编辑姓名+年龄+店面发至15210262239,0,hard_negative_full,0.672235009072833
main_fit,__full_normal__,请及时联系客服热线4009221111,0,hard_negative_full,0.6705138841439413
main_fit,__full_normal__,日本韩国代购想要什么告诉我就OK化妆品啦药品啦都可以除了充气娃娃和苍老师其他的想要什么告诉我都帮你搞定,0,hard_negative_full,0.667106270129945
main_fit,__full_normal__,服务专员代码：1240518991,0,hard_negative_full,0.6665250676083168
main_fit,__full_normal__,x、xx周日、泰兴宏盛大酒店婚礼秀,0,hard_negative_full,0.6613844924571133
main_fit,__full_normal__,免费分享浙江xx份种子套餐原文：,0,hard_negative_full,0.655431527648329
main_fit,__full_normal__,贺天举x投x中得到x分x篮板x盖帽,0,hard_negative_full,0.6499669772422678
main_fit,__full_normal__,南通金地国际的销售价格更新为均价：xxxxx元/平方米、本项目位于崇川区青年东路南太平路东,0,hard_negative_full,0.6471119664000113
main_fit,__full_normal__,货号：SXGN0837406383,0,hard_negative_full,0.6443516634229309
main_fit,__full_normal__,某东方神棍在x月xx日被网友举报封号后又开小号出来了,0,hard_negative_full,0.6265712933334531
main_fit,__full_normal__,x月xx日工信部发布xxxx年工业转型升级重点项目指南,0,hard_negative_full,0.6245859905201901
main_fit,__full_normal__,三、目前用xxxx年的分红模拟xxxx年报分红,0,hard_negative_full,0.6233880687864992
main_fit,__full_normal__,xx年x月留考理科总分：xxx+xx,0,hard_negative_full,0.6192849208318697
main_fit,__full_normal__,江苏连云港生猪价格今日猪价行?,0,hard_negative_full,0.6138342164104076
main_fit,__full_normal__,三周价格375地址：saundersnessrd邮编：E143EA,0,hard_negative_full,0.6076784944773628
main_fit,__full_normal__,房宝宝购房商城苏州x月xx日成交,0,hard_negative_full,0.6072044462572384
main_fit,__full_normal__,免税产品全场x折赠华东游独家呈现尊?,0,hard_negative_full,0.6031924431162149
main_fit,__full_normal__,扫描后你推荐你朋友扫描下载你和你朋友各得到20元现金,0,hard_negative_full,0.5988141299628493
main_fit,__full_normal__,瘦脸针原价xxxx现在特价xxxx,0,hard_negative_full,0.5892727845086371
main_fit,__full_normal__,丹阳期货开户网上开户丹阳股指期货网上开户,0,hard_negative_full,0.5884321990044357
main_fit,__full_normal__,如何在x年花好这xxx亿非常关键,0,hard_negative_full,0.5883175898076485
main_fit,__full_normal__,地址：苏州金枫南路1号华润超市卖场内,0,hard_negative_full,0.582701541690668
main_fit,__full_normal__,来植梦网吧~这里将为你提供各种兼职供你选择,0,hard_negative_full,0.5798576290663379
main_fit,__full_normal__,我正在看楼主庆应别科读了一年现在庆应大学院录取了,0,hard_negative_full,0.5789129658297602
main_fit,__full_normal__,中国红十字会总会于xxxx年x月x日电告红十字会协会,0,hard_negative_full,0.5770038108019102
main_fit,__full_normal__,转正xxxx+全勤+任务提成+双休+五险,0,hard_negative_full,0.5726358001426474
main_fit,__full_normal__,活动时间：8月1日—8月3日TEI：1346562228215065777755,0,hard_negative_full,0.5674417808939829
main_fit,__full_normal__,答：我证券公司支持手机开户、网上自助开户、柜台开户,0,hard_negative_full,0.5660753672068228
main_fit,__full_normal__,??????????????????????????~^0^*'LawoftheJungle'specialepisode&lt,0,hard_negative_full,0.565824415697726
main_fit,__full_normal__,xxxx常州市武进区遥观镇公开招聘x名协管员简章,0,hard_negative_full,0.5643293189298969
main_fit,__full_normal__,新的装修名额及深度清洁活动,0,hard_negative_full,0.5605825075701086
main_fit,__full_normal__,张家港凯旋健身办卡专线15895673845,0,hard_negative_full,0.5575333633841628
main_fit,__full_normal__,钻石卡充值1000尊享20元/张泰安店大众点评半价减20银行卡活动：刷泰安商行岱宗卡3600积分换2D影票1张,0,hard_negative_full,0.5563389827450047
main_fit,__full_normal__,适用于个人名下房产已在银行抵押,0,hard_negative_full,0.5548475038274217
main_fit,__full_normal__,WX扫码抢好声音红包,0,hard_negative_full,0.5501928104768088
main_fit,__full_normal__,今天x月xx日农历六月十一星期日,0,hard_negative_full,0.550024833774267
main_fit,__full_normal__,最新qq理财通红包老用户1,0,hard_negative_full,0.5499697818088879
main_fit,__full_normal__,x月xx日太仓沙溪人才市场现场招聘会,0,hard_negative_full,0.5499537301979662
main_fit,__full_normal__,有Armani、Givenchy、Gucci、Valentino、Ferragamo、HugoBoss、MCM等品牌…AlexanderMcQueen、SergioRossi均为独家售卖,0,hard_negative_full,0.5486885607362005
main_fit,__full_normal__,第一篇：家庭装修预算造价指南一．如何做好家装预算房屋装修是居家生活中的大事,0,hard_negative_full,0.5455364372745504
main_fit,__full_normal__,半年内xx元目标价：xxxxxx金自天正投资价值机遇来啦,0,hard_negative_full,0.5448487892728798
main_fit,__full_normal__,第二天大早就接了4个电话：韭菜哪个地方买的,0,hard_negative_full,0.5427709420853513
main_fit,__full_normal__,～☆＞＜☆～浙江震元双环科技大冶特钢河北钢铁天兴仪表天伦置业,0,hard_negative_full,0.5417440452494962
main_fit,__full_normal__,我们江苏大学爱暖西吉的五星级销售员,0,hard_negative_full,0.5387534055934763
main_fit,__full_normal__,女人顾问做女人最好的贴身顾问,0,hard_negative_full,0.5382005194610476
main_train,优惠,优会,1,filtered_positive,0.6718272296521198
main_train,优惠,优回,1,filtered_positive,0.43304339008540016
main_train,优惠,游惠,1,filtered_positive,0.5913748028553832
main_train,您好,您 好,1,filtered_positive,0.15233824691266157
main_train,您好,您号,1,filtered_positive,0.29382621054203456
main_train,您好,您好,1,filtered_positive,0.15233824691266157
main_train,您好,您好好,1,filtered_positive,0.2887079955581771
main_train,您好,您您好,1,filtered_positive,0.2263099874008226
main_train,您好,您豪,1,filtered_positive,0.4056189345774597
main_train,x折,x 折,1,filtered_positive,0.7117535059093638
main_train,x折,x折,1,filtered_positive,0.7117536541040582
main_train,x折,x折折,1,filtered_positive,0.6828199158355776
main_train,x折,x着,1,filtered_positive,0.23312638919957152
main_train,x折,x这,1,filtered_positive,0.07550365259265776
main_train,尊敬,尊 敬,1,filtered_positive,0.12091436027845459
main_train,尊敬,尊京,1,filtered_positive,0.07179994540501594
main_train,尊敬,尊尊敬,1,filtered_positive,0.11840833243707259
main_train,尊敬,尊敬,1,filtered_positive,0.12091436027845459
main_train,尊敬,尊敬敬,1,filtered_positive,0.18602498321095035
main_train,尊敬,尊经,1,filtered_positive,0.107448842230207
main_train,尊敬,樽敬,1,filtered_positive,0.3157801796890186
main_train,尊敬,遵敬,1,filtered_positive,0.17496645325262947
main_train,尊敬的,尊 敬 的,1,filtered_positive,0.12297282936419969
main_train,尊敬的,尊 敬的,1,filtered_positive,0.12297282936419969
main_train,尊敬的,尊-敬的,1,filtered_positive,0.322931412100421
main_train,尊敬的,尊京的,1,filtered_positive,0.13763076864398796
main_train,尊敬的,尊尊敬的,1,filtered_positive,0.11488237599176894
main_train,尊敬的,尊敬 的,1,filtered_positive,0.12297317581895947
main_train,尊敬的,尊敬-的,1,filtered_positive,0.19459906011089675
main_train,尊敬的,尊敬得,1,filtered_positive,0.09988685211430848
main_train,尊敬的,尊敬德,1,filtered_positive,0.12346743104587704
main_train,尊敬的,尊敬敬的,1,filtered_positive,0.16143449025561288
main_train,尊敬的,尊敬的,1,filtered_positive,0.12297317581895947
main_train,尊敬的,尊经的,1,filtered_positive,0.18196746528740915
main_train,尊敬的,樽敬的,1,filtered_positive,0.3317785363425953
main_train,尊敬的,遵敬的,1,filtered_positive,0.1826280972716734
main_train,敬的,敬 的,1,filtered_positive,0.22840956779442978
main_train,敬的,敬得,1,filtered_positive,0.1827228602752619
main_train,敬的,敬德,1,filtered_positive,0.1360788092186355
main_train,敬的,敬敬的,1,filtered_positive,0.19980342770907297
main_train,敬的,敬的,1,filtered_positive,0.22840956779442978
main_train,敬的,敬的的,1,filtered_positive,0.1436636552977563
main_train,敬的,经的,1,filtered_positive,0.08626074659084475
main_train,新老,信老,1,filtered_positive,0.12429016664778172
main_train,新老,心老,1,filtered_positive,0.05826895380135847
main_train,新老,新 老,1,filtered_positive,0.11391192165619066
main_train,新老,新劳,1,filtered_positive,0.15099931835439448
main_train,新老,新新老,1,filtered_positive,0.16139059310890017
main_train,新老,新牢,1,filtered_positive,0.12992662647459025
main_train,新老,新老,1,filtered_positive,0.11391192165619066
main_train,新老,新老老,1,filtered_positive,0.08745093439165418
main_train,三八,三把,1,filtered_positive,0.1372435460082589
main_train,"好,我是","号,我是",1,filtered_positive,0.5181687679648622
main_train,"好,我是","好 , 我 是",1,filtered_positive,0.6824402424295126
main_train,"好,我是","好 ,我是",1,filtered_positive,0.6824402424295126
main_train,"好,我是","好,卧是",1,filtered_positive,0.4038828294616817
main_train,"好,我是","好,我 是",1,filtered_positive,0.6824402424295126
main_train,"好,我是","好,我市",1,filtered_positive,0.44710632556540475
main_train,"好,我是","好,我时",1,filtered_positive,0.5067572784693862
main_train,"好,我是","好,我是",1,filtered_positive,0.6824402424295126
main_train,"好,我是","好好,我是",1,filtered_positive,0.726111593279783
main_train,"好,我是","豪,我是",1,filtered_positive,0.6759359425372157
main_train,女节,女 节,1,filtered_positive,0.28462637822533865
main_train,女节,女女节,1,filtered_positive,0.2552284763139448
main_train,女节,女接,1,filtered_positive,0.23368632985942658
main_train,女节,女结,1,filtered_positive,0.13457432963838137
main_train,女节,女节,1,filtered_positive,0.2846262026923232
main_train,女节,女节节,1,filtered_positive,0.44070571430715166
main_train,妇女节,妇 女 节,1,filtered_positive,0.31747973280052116
main_train,妇女节,妇 女节,1,filtered_positive,0.31747973280052116
main_train,妇女节,妇-女节,1,filtered_positive,0.5310352248848471
main_train,妇女节,妇女 节,1,filtered_positive,0.31747973280052116
main_train,妇女节,妇女-节,1,filtered_positive,0.5797414693403825
main_train,妇女节,妇女女节,1,filtered_positive,0.34904105335347646
main_train,妇女节,妇女接,1,filtered_positive,0.18168941772552782
main_train,妇女节,妇女结,1,filtered_positive,0.15936653507367216
main_train,妇女节,妇女节,1,filtered_positive,0.31747995024819176
main_train,妇女节,妇妇女节,1,filtered_positive,0.39445157691972427
main_train,妇女节,府女节,1,filtered_positive,0.21310584459249685
main_train,妇女节,服女节,1,filtered_positive,0.12931695877938867
main_train,送xx,讼xx,1,filtered_positive,0.5639116144566114
main_train,满x,满 x,1,filtered_positive,0.3339549413460876
main_train,满x,满x,1,filtered_positive,0.3339549413460876
main_train,满x,满xx,1,filtered_positive,0.6808726295947817
main_train,满x,满满x,1,filtered_positive,0.22007781686248448
main_train,满x,漫x,1,filtered_positive,0.0604469244700805
main_train,好消,号消,1,filtered_positive,0.20074309525637204
main_train,好消,好 消,1,filtered_positive,0.1467760784029993
main_train,好消,好好消,1,filtered_positive,0.15643585217137285
main_train,好消,好小,1,filtered_positive,0.23244857835631963
main_train,好消,好消,1,filtered_positive,0.1467760784029993
main_train,好消,好消消,1,filtered_positive,0.20402569103929907
main_train,好消,豪消,1,filtered_positive,0.26599700524777764
main_train,好消息,号消息,1,filtered_positive,0.4129794158184894
main_train,好消息,好 消 息,1,filtered_positive,0.369073316306696
main_train,好消息,好 消息,1,filtered_positive,0.369073316306696
